File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band4_doy2012322_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-17,195313.0,0.0,0.9964,"(0.0,0.9964)",0.0843999,0.1373962,0.0188777,0.0662,0.1221,0.047,0.0,0.0289
MCD43A4_061_Nadir_Reflectance_Band4_doy2012323_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-18,174461.0,0.0,0.9962,"(0.0,0.9962)",0.0863204,0.1422756,0.0202423,0.0662,0.1251,0.0454,0.0,0.0269
MCD43A4_061_Nadir_Reflectance_Band4_doy2012324_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-19,174446.0,0.0,0.9879,"(0.0,0.9879)",0.0861889,0.1418708,0.0201273,0.0661,0.125,0.0454,0.0,0.0268
MCD43A4_061_Nadir_Reflectance_Band4_doy2012325_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-20,174541.0,0.0,0.9861,"(0.0,0.9861)",0.0867446,0.1428266,0.0203994,0.0661,0.125,0.0453,0.0,0.0268
MCD43A4_061_Nadir_Reflectance_Band4_doy2012326_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-21,174348.0,0.0,0.9845,"(0.0,0.9845)",0.0857284,0.1410346,0.0198908,0.0658,0.1244,0.0452,0.0,0.0267
MCD43A4_061_Nadir_Reflectance_Band4_doy2012327_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-22,173132.0,0.0,0.9847,"(0.0,0.9847)",0.0841291,0.1386017,0.0192104,0.0654,0.1239,0.0448,0.0,0.0264
MCD43A4_061_Nadir_Reflectance_Band4_doy2012328_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-23,157981.0,0.0,0.9849,"(0.0,0.9849)",0.0837918,0.1418694,0.0201269,0.0625,0.119,0.0425,0.0,0.0248
MCD43A4_061_Nadir_Reflectance_Band4_doy2012329_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-24,146993.0,0.0,0.9863,"(0.0,0.9863)",0.0836142,0.1420537,0.0201792,0.0619,0.1181,0.0416,0.0,0.0244
MCD43A4_061_Nadir_Reflectance_Band4_doy2012330_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-25,135476.0,0.0,0.9943,"(0.0,0.9943)",0.069686,0.1211908,0.0146872,0.0585,0.1112,0.0401,0.0,0.0233
MCD43A4_061_Nadir_Reflectance_Band4_doy2012331_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-26,113766.0,0.0,0.9743,"(0.0,0.9743)",0.0780318,0.135564,0.0183776,0.0584,0.1124,0.0393,0.0,0.0224
MCD43A4_061_Nadir_Reflectance_Band4_doy2012332_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-27,108907.0,0.0,0.9683,"(0.0,0.9683)",0.0828008,0.1421543,0.0202078,0.0591,0.1141,0.0394,0.0,0.0224
MCD43A4_061_Nadir_Reflectance_Band4_doy2012333_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-28,93858.0,0.0,0.9699,"(0.0,0.9699)",0.0861129,0.1457027,0.0212293,0.0596,0.1157,0.0392,0.0,0.0222
MCD43A4_061_Nadir_Reflectance_Band4_doy2012334_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-29,56662.0,0.0,0.9755,"(0.0,0.9755)",0.120453,0.1745984,0.0304846,0.11205,0.2441,0.044,0.0,0.024
MCD43A4_061_Nadir_Reflectance_Band4_doy2012335_aid0001,Nadir_Reflectance_Band4,aid0001,2012-11-30,36678.0,0.0,0.9809,"(0.0,0.9809)",0.1465961,0.1881251,0.035391,0.2291,0.5346,0.0495,0.0,0.0254
