File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A4_061_Nadir_Reflectance_Band2_doy2012048_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-17,198590.0,0.0,0.9932,"(0.0,0.9932)",0.3809902,0.1976096,0.0390496,0.522,0.9779,0.3731,0.0,0.2179
MCD43A4_061_Nadir_Reflectance_Band2_doy2012049_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-18,206457.0,0.0,0.9948,"(0.0,0.9948)",0.3808864,0.1975,0.0390063,0.5201,0.973,0.3723,0.0,0.218
MCD43A4_061_Nadir_Reflectance_Band2_doy2012050_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-19,190057.0,0.0,0.9934,"(0.0,0.9934)",0.3593415,0.1926361,0.0371087,0.4987,0.9449,0.346,0.0,0.2012
MCD43A4_061_Nadir_Reflectance_Band2_doy2012051_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-20,197823.0,0.0,0.9965,"(0.0,0.9965)",0.3529723,0.193032,0.0372613,0.4928,0.9377,0.3342,0.0,0.1962
MCD43A4_061_Nadir_Reflectance_Band2_doy2012052_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-21,203907.0,0.0,0.993,"(0.0,0.993)",0.3473049,0.1973876,0.0389619,0.4878,0.9333,0.316,0.0,0.1908
MCD43A4_061_Nadir_Reflectance_Band2_doy2012053_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-22,210844.0,0.0,0.9952,"(0.0,0.9952)",0.3446376,0.1964735,0.0386018,0.4844,0.9272,0.3124,0.0,0.1892
MCD43A4_061_Nadir_Reflectance_Band2_doy2012054_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-23,204451.0,0.0,0.998,"(0.0,0.998)",0.3291097,0.1898149,0.0360297,0.4658,0.8895,0.2864,0.0,0.1832
MCD43A4_061_Nadir_Reflectance_Band2_doy2012055_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-24,218964.0,0.0,0.9956,"(0.0,0.9956)",0.3372003,0.1956548,0.0382808,0.4771,0.9143,0.2945,0.0,0.1856
MCD43A4_061_Nadir_Reflectance_Band2_doy2012056_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-25,209805.0,0.0,0.9973,"(0.0,0.9973)",0.3189678,0.1873145,0.0350867,0.4503,0.8543,0.2662,0.0,0.1809
MCD43A4_061_Nadir_Reflectance_Band2_doy2012057_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-26,209970.0,0.0,0.9955,"(0.0,0.9955)",0.3012746,0.1797555,0.032312,0.4123,0.763,0.2481,0.0,0.1785
MCD43A4_061_Nadir_Reflectance_Band2_doy2012058_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-27,219453.0,0.0,0.9937,"(0.0,0.9937)",0.3006636,0.182449,0.0332877,0.3997,0.7291,0.2443,0.0,0.1801
MCD43A4_061_Nadir_Reflectance_Band2_doy2012059_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-28,214939.0,0.0,0.9922,"(0.0,0.9922)",0.2923406,0.1791598,0.0320982,0.3809,0.6854,0.2382,0.0,0.1779
MCD43A4_061_Nadir_Reflectance_Band2_doy2012060_aid0001,Nadir_Reflectance_Band2,aid0001,2012-02-29,222141.0,0.0,0.9996,"(0.0,0.9996)",0.2970892,0.1825392,0.0333206,0.3879,0.6997,0.2408,0.0,0.18
MCD43A4_061_Nadir_Reflectance_Band2_doy2012061_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-01,220599.0,0.0,0.9994,"(0.0,0.9994)",0.2957248,0.1846362,0.0340905,0.379,0.6787,0.2381,0.0,0.1792
MCD43A4_061_Nadir_Reflectance_Band2_doy2012062_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-02,216765.0,0.0,0.9997,"(0.0,0.9997)",0.2907293,0.1811839,0.0328276,0.3645,0.6432,0.2361,0.0,0.1787
MCD43A4_061_Nadir_Reflectance_Band2_doy2012063_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-03,216112.0,0.0,0.9991,"(0.0,0.9991)",0.2887545,0.1793872,0.0321798,0.3568,0.623,0.2358,0.0,0.1793
MCD43A4_061_Nadir_Reflectance_Band2_doy2012064_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-04,213957.0,0.0,0.9971,"(0.0,0.9971)",0.2872828,0.1781093,0.0317229,0.3509,0.6081,0.2352,0.0,0.1794
MCD43A4_061_Nadir_Reflectance_Band2_doy2012065_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-05,209484.0,0.0,0.9999,"(0.0,0.9999)",0.2847138,0.1771497,0.031382,0.3423,0.5877,0.2338,0.0,0.1787
MCD43A4_061_Nadir_Reflectance_Band2_doy2012066_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-06,212352.0,0.0,0.999,"(0.0,0.999)",0.2875118,0.177739,0.0315911,0.3461,0.5942,0.2366,0.0,0.1807
MCD43A4_061_Nadir_Reflectance_Band2_doy2012067_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-07,215757.0,0.0,0.9989,"(0.0,0.9989)",0.2911032,0.1790402,0.0320554,0.3571,0.6203,0.2381,0.0,0.1816
MCD43A4_061_Nadir_Reflectance_Band2_doy2012068_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-08,215342.0,0.0,0.9956,"(0.0,0.9956)",0.2901602,0.1770981,0.0313637,0.3541,0.6121,0.239,0.0,0.1821
MCD43A4_061_Nadir_Reflectance_Band2_doy2012069_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-09,216437.0,0.0,0.9955,"(0.0,0.9955)",0.2936582,0.1790872,0.0320722,0.361,0.6277,0.2406,0.0,0.1832
MCD43A4_061_Nadir_Reflectance_Band2_doy2012070_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-10,217487.0,0.0,0.9997,"(0.0,0.9997)",0.2965148,0.1813657,0.0328935,0.3657,0.6382,0.2417,0.0,0.184
MCD43A4_061_Nadir_Reflectance_Band2_doy2012071_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-11,216428.0,0.0,0.9997,"(0.0,0.9997)",0.2889174,0.1736169,0.0301428,0.3453,0.5883,0.2392,0.0,0.1833
MCD43A4_061_Nadir_Reflectance_Band2_doy2012072_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-12,215866.0,0.0,0.9995,"(0.0,0.9995)",0.2861901,0.1729259,0.0299034,0.334,0.5612,0.2372,0.0,0.1825
MCD43A4_061_Nadir_Reflectance_Band2_doy2012073_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-13,219171.0,0.0,0.9985,"(0.0,0.9985)",0.292421,0.1782256,0.0317644,0.3486,0.5958,0.2401,0.0,0.1838
MCD43A4_061_Nadir_Reflectance_Band2_doy2012074_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-14,225795.0,0.0,0.9999,"(0.0,0.9999)",0.2959798,0.17828,0.0317838,0.3595,0.62,0.2427,0.0,0.1858
MCD43A4_061_Nadir_Reflectance_Band2_doy2012075_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-15,221790.0,0.0,0.998,"(0.0,0.998)",0.2925713,0.1764691,0.0311414,0.3434,0.5798,0.2423,0.0,0.1858
MCD43A4_061_Nadir_Reflectance_Band2_doy2012076_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-16,225528.0,0.0,0.9933,"(0.0,0.9933)",0.2931292,0.1726932,0.0298229,0.3492,0.592,0.2443,0.0,0.1873
MCD43A4_061_Nadir_Reflectance_Band2_doy2012077_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-17,223008.0,0.0,0.996,"(0.0,0.996)",0.2920037,0.1715064,0.0294145,0.3417,0.5725,0.2449,0.0,0.1878
MCD43A4_061_Nadir_Reflectance_Band2_doy2012078_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-18,222085.0,0.0,0.9871,"(0.0,0.9871)",0.2957171,0.1710142,0.0292459,0.3505,0.5903,0.2492,0.0,0.1906
MCD43A4_061_Nadir_Reflectance_Band2_doy2012079_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-19,219815.0,0.0,0.9994,"(0.0,0.9994)",0.30299,0.170705,0.0291402,0.3698,0.6323,0.2573,0.0,0.1948
MCD43A4_061_Nadir_Reflectance_Band2_doy2012080_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-20,221794.0,0.0,0.9999,"(0.0,0.9999)",0.3062907,0.172457,0.0297414,0.3738,0.6394,0.2606,0.0,0.1967
MCD43A4_061_Nadir_Reflectance_Band2_doy2012081_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-21,228746.0,0.0,0.9922,"(0.0,0.9922)",0.3048593,0.1699789,0.0288928,0.3686,0.626,0.2598,0.0,0.197
MCD43A4_061_Nadir_Reflectance_Band2_doy2012082_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-22,227516.0,0.0,0.9931,"(0.0,0.9931)",0.3007513,0.1649766,0.0272173,0.355,0.5915,0.2601,0.0,0.1973
MCD43A4_061_Nadir_Reflectance_Band2_doy2012083_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-23,225636.0,0.0,0.9986,"(0.0,0.9986)",0.2947378,0.1602895,0.0256927,0.3428,0.5631,0.2562,0.0,0.1959
MCD43A4_061_Nadir_Reflectance_Band2_doy2012084_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-24,225675.0,0.0,0.9989,"(0.0,0.9989)",0.2927957,0.1570698,0.0246709,0.3385,0.5513,0.2562,0.0,0.1966
MCD43A4_061_Nadir_Reflectance_Band2_doy2012085_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-25,221368.0,0.0,0.9992,"(0.0,0.9992)",0.2885132,0.152649,0.0233017,0.3316,0.5341,0.255,0.0,0.1966
MCD43A4_061_Nadir_Reflectance_Band2_doy2012086_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-26,224034.0,0.0,0.9996,"(0.0,0.9996)",0.290595,0.1531963,0.0234691,0.336,0.5436,0.2573,0.0,0.1976
MCD43A4_061_Nadir_Reflectance_Band2_doy2012087_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-27,222938.0,0.0,0.9999,"(0.0,0.9999)",0.2901528,0.1527313,0.0233268,0.3355,0.542,0.2572,0.0,0.1978
MCD43A4_061_Nadir_Reflectance_Band2_doy2012088_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-28,222438.0,0.0,0.9732,"(0.0,0.9732)",0.2908546,0.1528609,0.0233665,0.3358,0.5416,0.2578,0.0,0.1986
MCD43A4_061_Nadir_Reflectance_Band2_doy2012089_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-29,221080.0,0.0,0.9587,"(0.0,0.9587)",0.2896173,0.1502691,0.0225808,0.3346,0.5378,0.2579,0.0,0.1991
MCD43A4_061_Nadir_Reflectance_Band2_doy2012090_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-30,218679.0,0.0,0.9587,"(0.0,0.9587)",0.2862984,0.1462606,0.0213922,0.3307,0.5287,0.2563,0.0007,0.1987
MCD43A4_061_Nadir_Reflectance_Band2_doy2012091_aid0001,Nadir_Reflectance_Band2,aid0001,2012-03-31,217869.0,0.0,0.9599,"(0.0,0.9599)",0.2865831,0.1439779,0.0207296,0.3335,0.5334,0.2585,0.0003,0.2002
MCD43A4_061_Nadir_Reflectance_Band2_doy2012092_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-01,212441.0,0.0,0.9393,"(0.0,0.9393)",0.2830902,0.1400318,0.0196089,0.3303,0.5262,0.2572,0.0038,0.1997
MCD43A4_061_Nadir_Reflectance_Band2_doy2012093_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-02,211198.0,0.0,0.9776,"(0.0,0.9776)",0.2830094,0.137526,0.0189134,0.3329,0.5315,0.2586,0.0019,0.2005
MCD43A4_061_Nadir_Reflectance_Band2_doy2012094_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-03,210925.0,0.0,0.986,"(0.0,0.986)",0.2858305,0.139973,0.0195925,0.3364,0.5386,0.2605,0.0,0.2016
MCD43A4_061_Nadir_Reflectance_Band2_doy2012095_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-04,206292.0,0.0,0.9943,"(0.0,0.9943)",0.2845904,0.1378304,0.0189972,0.3354,0.5356,0.2603,0.0017,0.2019
MCD43A4_061_Nadir_Reflectance_Band2_doy2012096_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-05,200799.0,0.0,0.961,"(0.0,0.961)",0.2871758,0.1367349,0.0186964,0.3394,0.5413,0.2635,0.0029,0.2048
MCD43A4_061_Nadir_Reflectance_Band2_doy2012097_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-06,183728.0,0.0,0.9521,"(0.0,0.9521)",0.2780091,0.1280565,0.0163985,0.3295,0.5195,0.2593,0.0128,0.2028
MCD43A4_061_Nadir_Reflectance_Band2_doy2012098_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-07,177101.0,0.0,0.9517,"(0.0,0.9517)",0.2815514,0.1285106,0.016515,0.3351,0.5295,0.2633,0.0111,0.2055
MCD43A4_061_Nadir_Reflectance_Band2_doy2012099_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-08,168537.0,0.0,0.944,"(0.0,0.944)",0.2811488,0.1267257,0.0160594,0.334,0.5248,0.2637,0.016,0.2068
MCD43A4_061_Nadir_Reflectance_Band2_doy2012100_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-09,158486.0,0.0,0.9607,"(0.0,0.9607)",0.2839601,0.1257646,0.0158167,0.3376,0.5294,0.2675,0.0179,0.2097
MCD43A4_061_Nadir_Reflectance_Band2_doy2012101_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-10,155704.0,0.0,0.9895,"(0.0,0.9895)",0.290193,0.1329574,0.0176777,0.3442,0.5456,0.2702,0.0085,0.2099
MCD43A4_061_Nadir_Reflectance_Band2_doy2012102_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-11,46946.0,0.0,0.9924,"(0.0,0.9924)",0.2872377,0.1673399,0.0280026,0.3609,0.6329,0.2447,0.0,0.179525
MCD43A4_061_Nadir_Reflectance_Band2_doy2012103_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-12,46080.0,0.0,0.9954,"(0.0,0.9954)",0.2891514,0.1701637,0.0289557,0.3674,0.6503,0.244,0.0,0.1788
MCD43A4_061_Nadir_Reflectance_Band2_doy2012104_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-13,48296.0,0.0,0.9983,"(0.0,0.9983)",0.2969424,0.1739338,0.030253,0.3767,0.6677,0.2521,0.0,0.1827
MCD43A4_061_Nadir_Reflectance_Band2_doy2012105_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-14,49188.0,0.0,0.987,"(0.0,0.987)",0.3004588,0.1732358,0.0300106,0.379,0.6678,0.2581,0.0,0.1863
MCD43A4_061_Nadir_Reflectance_Band2_doy2012106_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-15,58093.0,0.0,0.9891,"(0.0,0.9891)",0.3066518,0.1600712,0.0256228,0.386,0.6676,0.2795,0.0,0.1982
MCD43A4_061_Nadir_Reflectance_Band2_doy2012107_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-16,73875.0,0.0,0.9914,"(0.0,0.9914)",0.320544,0.1637308,0.0268078,0.3963,0.6755,0.2991,0.0,0.2101
MCD43A4_061_Nadir_Reflectance_Band2_doy2012108_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-17,74550.0,0.0,0.9973,"(0.0,0.9973)",0.3304139,0.1648949,0.0271903,0.4048,0.6823,0.3102,0.0,0.2198
MCD43A4_061_Nadir_Reflectance_Band2_doy2012109_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-18,63632.0,0.0,0.9964,"(0.0,0.9964)",0.3380345,0.1636544,0.0267828,0.412425,0.6834,0.3214,0.0,0.2317
MCD43A4_061_Nadir_Reflectance_Band2_doy2012110_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-19,103001.0,0.0,0.9971,"(0.0,0.9971)",0.3268095,0.1413241,0.0199725,0.3928,0.6226,0.3152,0.0098,0.2396
MCD43A4_061_Nadir_Reflectance_Band2_doy2012111_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-20,115292.0,0.0,0.9999,"(0.0,0.9999)",0.3264946,0.1388476,0.0192787,0.3908,0.617,0.314,0.0138,0.24
MCD43A4_061_Nadir_Reflectance_Band2_doy2012112_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-21,124812.0,0.0,0.9968,"(0.0,0.9968)",0.3223436,0.1322264,0.0174838,0.384,0.5975,0.31035,0.028,0.2416
MCD43A4_061_Nadir_Reflectance_Band2_doy2012113_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-22,142760.0,0.0,0.9936,"(0.0,0.9936)",0.3241156,0.1338702,0.0179212,0.389,0.6068,0.3146,0.026,0.2438
MCD43A4_061_Nadir_Reflectance_Band2_doy2012114_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-23,145388.0,0.0,0.9979,"(0.0,0.9979)",0.3257655,0.1350671,0.0182431,0.3904,0.6091,0.3155,0.0259,0.2446
MCD43A4_061_Nadir_Reflectance_Band2_doy2012115_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-24,145281.0,0.0,0.9986,"(0.0,0.9986)",0.3265355,0.1347024,0.0181447,0.3912,0.6093,0.3166,0.0277,0.2458
MCD43A4_061_Nadir_Reflectance_Band2_doy2012116_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-25,147715.0,0.0,0.9952,"(0.0,0.9952)",0.3266022,0.1336088,0.0178513,0.3909,0.607,0.3171,0.0307,0.2468
MCD43A4_061_Nadir_Reflectance_Band2_doy2012117_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-26,149269.0,0.0,0.9984,"(0.0,0.9984)",0.3217923,0.1290932,0.0166651,0.3881,0.6024,0.3155,0.0309,0.2452
MCD43A4_061_Nadir_Reflectance_Band2_doy2012118_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-27,161849.0,0.0,0.9988,"(0.0,0.9988)",0.3226723,0.1271786,0.0161744,0.3895,0.6013,0.3177,0.0365,0.2483
MCD43A4_061_Nadir_Reflectance_Band2_doy2012119_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-28,164001.0,0.0,0.9931,"(0.0,0.9931)",0.3228603,0.1271077,0.0161564,0.3904,0.6031,0.3179,0.0359,0.2486
MCD43A4_061_Nadir_Reflectance_Band2_doy2012120_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-29,163389.0,0.0,0.9915,"(0.0,0.9915)",0.3225932,0.125986,0.0158725,0.3906,0.6028,0.3186,0.0369,0.2491
MCD43A4_061_Nadir_Reflectance_Band2_doy2012121_aid0001,Nadir_Reflectance_Band2,aid0001,2012-04-30,165996.0,0.0,0.9937,"(0.0,0.9937)",0.3223917,0.1257172,0.0158048,0.3904,0.6011,0.31905,0.0393,0.2499
MCD43A4_061_Nadir_Reflectance_Band2_doy2012122_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-01,163965.0,0.0,0.9829,"(0.0,0.9829)",0.3216127,0.1239031,0.015352,0.3896,0.5978,0.3193,0.0424,0.2507
MCD43A4_061_Nadir_Reflectance_Band2_doy2012123_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-02,162366.0,0.0,0.9844,"(0.0,0.9844)",0.3200915,0.1205478,0.0145318,0.3899,0.5982,0.3196,0.0427,0.251
MCD43A4_061_Nadir_Reflectance_Band2_doy2012124_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-03,164423.0,0.0,0.9774,"(0.0,0.9774)",0.3188595,0.1175635,0.0138212,0.3887,0.5942,0.3188,0.0462,0.2517
MCD43A4_061_Nadir_Reflectance_Band2_doy2012125_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-04,174935.0,0.0,0.983,"(0.0,0.983)",0.3215592,0.1140406,0.0130053,0.389,0.5848,0.3215,0.0625,0.2584
MCD43A4_061_Nadir_Reflectance_Band2_doy2012126_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-05,169478.0,0.0,0.9885,"(0.0,0.9885)",0.3193618,0.1088059,0.0118387,0.3879,0.58,0.3227,0.0677,0.2598
MCD43A4_061_Nadir_Reflectance_Band2_doy2012127_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-06,170199.0,0.0,0.9205,"(0.0,0.9205)",0.3228864,0.1095715,0.0120059,0.3905,0.5791,0.3265,0.0755,0.2645
MCD43A4_061_Nadir_Reflectance_Band2_doy2012128_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-07,189453.0,0.0,0.9255,"(0.0,0.9255)",0.3293778,0.1116635,0.0124687,0.3952,0.5816,0.3347,0.0845,0.2709
MCD43A4_061_Nadir_Reflectance_Band2_doy2012129_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-08,189941.0,0.0,0.9491,"(0.0,0.9491)",0.3303043,0.1109771,0.0123159,0.3956,0.5805,0.3356,0.0874,0.2723
MCD43A4_061_Nadir_Reflectance_Band2_doy2012130_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-09,189747.0,0.0,0.9526,"(0.0,0.9526)",0.3307377,0.1096895,0.0120318,0.3958,0.5788,0.337,0.0908,0.2738
MCD43A4_061_Nadir_Reflectance_Band2_doy2012131_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-10,201152.0,0.0,0.9954,"(0.0,0.9954)",0.3414387,0.1224872,0.0150031,0.4019,0.5908,0.3402,0.0869,0.2759
MCD43A4_061_Nadir_Reflectance_Band2_doy2012132_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-11,202443.0,0.0,0.9594,"(0.0,0.9594)",0.344215,0.1243686,0.0154676,0.4043,0.5945,0.3426,0.0873,0.2775
MCD43A4_061_Nadir_Reflectance_Band2_doy2012133_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-12,202307.0,0.0,0.9627,"(0.0,0.9627)",0.3443011,0.1237854,0.0153228,0.4044,0.594,0.3428,0.0882,0.2779
MCD43A4_061_Nadir_Reflectance_Band2_doy2012134_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-13,200830.0,0.0,0.9659,"(0.0,0.9659)",0.3465411,0.1219811,0.0148794,0.4061,0.5925,0.3471,0.0954,0.2818
MCD43A4_061_Nadir_Reflectance_Band2_doy2012135_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-14,200472.0,0.0,0.9691,"(0.0,0.9691)",0.3471486,0.1213641,0.0147292,0.4064,0.5915,0.3484,0.0981,0.283
MCD43A4_061_Nadir_Reflectance_Band2_doy2012136_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-15,199996.0,0.0,0.9722,"(0.0,0.9722)",0.3479283,0.1218901,0.0148572,0.407,0.5916,0.3492,0.0993,0.2839
MCD43A4_061_Nadir_Reflectance_Band2_doy2012137_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-16,196969.0,0.0,0.9746,"(0.0,0.9746)",0.3524666,0.123232,0.0151861,0.4098,0.5907,0.3533,0.1083,0.2892
MCD43A4_061_Nadir_Reflectance_Band2_doy2012138_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-17,199744.0,0.0,0.9466,"(0.0,0.9466)",0.3536791,0.1240844,0.0153969,0.4103,0.5916,0.3538,0.1081,0.2894
MCD43A4_061_Nadir_Reflectance_Band2_doy2012139_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-18,202868.0,0.0,0.9515,"(0.0,0.9515)",0.3521,0.1216088,0.0147887,0.4078,0.5825,0.3547,0.1166,0.2913
MCD43A4_061_Nadir_Reflectance_Band2_doy2012140_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-19,204570.0,0.0,0.9549,"(0.0,0.9549)",0.3513004,0.1209041,0.0146178,0.4073,0.5822,0.3544,0.1159,0.2907
MCD43A4_061_Nadir_Reflectance_Band2_doy2012141_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-20,204113.0,0.0,0.9583,"(0.0,0.9583)",0.3535396,0.1204453,0.0145071,0.4084,0.5792,0.3578,0.1237,0.2945
MCD43A4_061_Nadir_Reflectance_Band2_doy2012142_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-21,206179.0,0.0,0.9615,"(0.0,0.9615)",0.3523581,0.1194845,0.0142765,0.4079,0.5792,0.358,0.1224,0.2937
MCD43A4_061_Nadir_Reflectance_Band2_doy2012143_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-22,205213.0,0.0,0.9646,"(0.0,0.9646)",0.3511874,0.1165918,0.0135936,0.4076,0.5768,0.359,0.1256,0.2948
MCD43A4_061_Nadir_Reflectance_Band2_doy2012144_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-23,200685.0,0.0,0.9628,"(0.0,0.9628)",0.3543197,0.1134788,0.0128774,0.4082,0.5649,0.3645,0.1471,0.3037
MCD43A4_061_Nadir_Reflectance_Band2_doy2012145_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-24,198793.0,0.0,0.9657,"(0.0,0.9657)",0.3529565,0.1115969,0.0124539,0.4077,0.5637,0.3644,0.1477,0.3037
MCD43A4_061_Nadir_Reflectance_Band2_doy2012146_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-25,198878.0,0.0,0.9685,"(0.0,0.9685)",0.3538831,0.1115723,0.0124484,0.4085,0.5636,0.3659,0.15,0.3051
MCD43A4_061_Nadir_Reflectance_Band2_doy2012147_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-26,207545.0,0.0,0.9745,"(0.0,0.9745)",0.3434255,0.0947452,0.0089766,0.4043,0.5602,0.3612,0.1441,0.3002
MCD43A4_061_Nadir_Reflectance_Band2_doy2012148_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-27,206582.0,0.0,0.9633,"(0.0,0.9633)",0.3429855,0.0935146,0.008745,0.4042,0.5596,0.3613,0.145,0.3005
MCD43A4_061_Nadir_Reflectance_Band2_doy2012149_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-28,206418.0,0.0,0.9522,"(0.0,0.9522)",0.3433147,0.0932439,0.0086944,0.4046,0.5594,0.3619,0.1464,0.3013
MCD43A4_061_Nadir_Reflectance_Band2_doy2012150_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-29,212858.0,0.0,0.9414,"(0.0,0.9414)",0.3427909,0.0927613,0.0086047,0.4039,0.5599,0.361,0.1439,0.2999
MCD43A4_061_Nadir_Reflectance_Band2_doy2012151_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-30,212600.0,0.0,0.9307,"(0.0,0.9307)",0.3428464,0.0928293,0.0086173,0.404,0.5594,0.3611,0.1443,0.3001
MCD43A4_061_Nadir_Reflectance_Band2_doy2012152_aid0001,Nadir_Reflectance_Band2,aid0001,2012-05-31,213538.0,0.0,0.9287,"(0.0,0.9287)",0.343717,0.0925646,0.0085682,0.4045,0.5593,0.3618,0.1463,0.3012
MCD43A4_061_Nadir_Reflectance_Band2_doy2012153_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-01,213341.0,0.0,0.9335,"(0.0,0.9335)",0.3444527,0.0926476,0.0085836,0.4052,0.5598,0.3626,0.1475,0.3021
MCD43A4_061_Nadir_Reflectance_Band2_doy2012154_aid0001,Nadir_Reflectance_Band2,aid0001,2012-06-02,212272.0,0.0,0.9313,"(0.0,0.9313)",0.3449945,0.0930041,0.0086498,0.4058,0.5599,0.3633,0.1488,0.303
